id,FsF_A1_01M_1_earned,FsF_A1_01M_earned,FsF_A1_02MD_1_earned,FsF_A1_02MD_2_earned,FsF_A1_02MD_earned,FsF_A1_1_01MD_1_earned,FsF_A1_1_01MD_2_earned,FsF_A1_1_01MD_earned,FsF_A1_2_01MD_1_earned,FsF_A1_2_01MD_2_earned,FsF_A1_2_01MD_earned,FsF_F1_01MD_1_earned,FsF_F1_01MD_2_earned,FsF_F1_01MD_earned,FsF_F1_02MD_1_earned,FsF_F1_02MD_2_earned,FsF_F1_02MD_4_earned,FsF_F1_02MD_5_earned,FsF_F1_02MD_earned,FsF_F2_01M_2_earned,FsF_F2_01M_3_earned,FsF_F2_01M_earned,FsF_F3_01M_2_earned,FsF_F3_01M_earned,FsF_F4_01M_1_earned,FsF_F4_01M_earned,FsF_I1_01M_1_earned,FsF_I1_01M_2_earned,FsF_I1_01M_earned,FsF_I2_01M_2_earned,FsF_I2_01M_earned,FsF_I3_01M_1_earned,FsF_I3_01M_2_earned,FsF_I3_01M_earned,FsF_R1_01M_1_earned,FsF_R1_01M_2_earned,FsF_R1_01M_3_earned,FsF_R1_01M_earned,FsF_R1_1_01M_1_earned,FsF_R1_1_01M_earned,FsF_R1_2_01M_1_earned,FsF_R1_2_01M_2_earned,FsF_R1_2_01M_earned,FsF_R1_3_01M_1_earned,FsF_R1_3_01M_3_earned,FsF_R1_3_01M_earned,FsF_R1_3_02D_1_earned,FsF_R1_3_02D_earned,score_earned_A,score_earned_A1,score_earned_A1_1,score_earned_A1_2,score_earned_F,score_earned_F1,score_earned_F2,score_earned_F3,score_earned_F4,score_earned_FAIR,score_earned_I,score_earned_I1,score_earned_I2,score_earned_I3,score_earned_R,score_earned_R1,score_earned_R1_1,score_earned_R1_2,score_earned_R1_3
whole_human_brain_ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
biological_co_analysis,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
cmeo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
oncocl,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
peroman,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
obo_parser,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
phenostacks,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
human-phenotype-challenge,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
hpo_mp_matching,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
hpo_study_04_12_2020,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
human-developmental-anatomy-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,8.0,0,0,0,0,2,0,0,1,1
myupheno1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
homology-ontology,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,4,2,1,1,3.0,1.0,0,0,2,14.0,4,2,2,0,3,1,0,1,1
infectious-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
diseases-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
neurological-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
diseasedriversontology,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
dermatology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
idoschisto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
diseaseontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
idomen,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ohboi_human_bacterial_infectious_disease_ontology_semtech_an,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
viraldiseasesanddrugs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
disease-ontology_human-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
diseasesontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
do-master-table,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
disease-incidence-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
crohn-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
radipo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
pido,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
rice-pest-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
yado,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
cancerdiseaseontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
eyediseaseontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
infectious-diseases-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ocular-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
cardiovasculardiseasesontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
huma_disease_ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ovd,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
animal-disease-symptom-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
bacteria-infectious-disease-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
adni_ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ordi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
hcdo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ntdo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
bcontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
covid-19-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
odao,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
opioiddrugontology.github.io,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
uc_fooddruginteractionontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
dibo-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
dibo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
breast_cancer_ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
covid19-epidemiology-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
vfb-scrnaseq-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
orsa,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,11.0,2,2,0,0,3,1,0,1,1
ucva,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
jso,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
mirapie,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,3,1,1,1,3.0,1.0,0,0,2,13.0,4,2,2,0,3,1,0,1,1
koio,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
datahub,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
genevieve,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
gdco,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
tm-other-factors,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
rdao,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hfo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
gfvo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
g4-dsip,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
fisho,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
simon,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
injurytypes,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
cst,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
cstd,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
vimm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ontopbm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
icd11-bodysystem,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
vodanadiseases,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
iso19115mi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bim,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hmis033b,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
rda-issuance,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
typon,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
test-m4m20-pav,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
neudigs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
opde,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
