KG id,KG name,Dataset URL,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
hhearvs,HHEAR Value Sets,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
sasap,The State of Alaska's Salmon and People Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bctt,Behaviour Change Technique Taxonomy,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hivhpvschistosom,HIVHPVSchistosomiasis,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
iobc,Interlinking Ontology for Biological Concepts,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
fast-event,FAST (Faceted Application of Subject Terminology) Event,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
nio,Neuropsychological Integrative Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
glycordf,GlycoRDF,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
syriandrugs,Syrian Drugs and medicines,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ipd,injury process description ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mads-rdf,Metadata Authority Description Schema in RDF,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
rsa,Reference Sequence Annotation,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
icd-o-3,"International Classification of Diseases for Oncology, 3rd edition",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dreamdnpto,Dementia-Related Emotional And Mood Disturbance Non-Pharmacological Treatment Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
npi,Non-Pharmacological Interventions (NPIs),absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bflc,LC BIBFRAME 2.0 Vocabulary Extension,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hhear,Human Health Exposure Analysis Resource,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hhearp,HHEAR Properties,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
sarsmutonto,Ontology for SARS-CoV-2  lineages and mutations,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ecp,Electronic Care Plan,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bcsr-onto,Breast cancer screening recommendation ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lpt,Livestock Product Trait Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
orcs,Ontology for Representing CDM Semantics,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
genai,Generative AI Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pharmgkb,PharmGKB Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
gdmt,Generic Dataset Metadata Template Vocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
cdo,Chinese Diabetes Mellitus Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
cdoh,Commercial determit of Health Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
adicap,Association pour le D̩veloppement de l'Informatique en Cytologie et Anatomie Pathologique,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
cohsi2termsweekx,cohsi2termsweekx,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dmto,Diabetes Mellitus Treatment Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
tm-mer,Traditional Medicine Meridian Value Sets,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mamo-scr-onto,Mammography Screening Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
comet,LinkML Common Metadata Elements and Terms,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bero,Biological and Environmental Research Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
drmo,Dental Restorative Material Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
assaynode,Assaynode,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
neic-onto,Unoffical NeIC Organisation Vocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
nic,Nursing Interventions Classification,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
contsonto,Continuity of care,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
momcare,MomCareVocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
peo_ontology,Prompt Engineering Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
iso19115srs,ISO 19115 Reference Systems,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
iso19115tcc,ISO 19115 Topic Categories,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
m4m-21-variables,M4M.21 FAIRWare Variables,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pbpko,Physiologically Based Pharmacokinetic ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
trak,Taxonomy for Rehabilitation of Knee Conditions,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
kenyaanc,kenyaancfile,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
inbiodiv,An Ontology for Indian Biodiversity Knowledge Management,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
canont,Upper-Level Cancer Ontology ,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dcat3,DCAT3,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
m4m-21-subjects,M4M.21 FAIRWare Subjects,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hio,Hearing Impairment Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
option-ontology,Optimization Algorithm Benchmarking Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
vrd,Vaccineresearchdata,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bcs8,Breast Cancer Staging - 8th Edition,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bcs7,Breast Cancer Staging - 7th Edition,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
aspect,"ASPECT: wind energy vAriableS, ParametErs and ConsTants",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
brazi,"Estados, Municipios, Bairros e Regi̵es do Brasil",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bci-o,Brain-Computer Interaction (BCI) Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dseo,Data Science Education Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ho,Histological Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hc,Habronattus Courtship Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
oco,OpenCareOntology ,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
apaeducluster,Educational Cluster,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
proj,Project ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
zahrahaddad,????????,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
qudt2,"Quantities, Units, Dimensions and Types (QUDT) Schema - Version 2.0",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
gmm,GoMapMan,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
my_syriancinema,MWS-WSM Syrian Cinema Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
reproduce-me,REPRODUCE-ME,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dccdfv,Dublin Core Collection Description Frequency Vocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
premedonto,Precision Medicine Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ontosim,The Ontology of Information System on Mortality,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
zonmw-content,ZonMW COVID-19,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
apatreatment,APA Treatment Cluster,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
melo,Melanoma Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
glycocoo,GlycoConjugate Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
m4m19-subs,M4M19 Subjects,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
issva,International Society for the Study of Vascular Anomalies (ISSVA) Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
phfumiado,Phallusia fumigata Anatomy and Development Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
patel,Archana Patel,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
evi,Evidence Graph Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ontodm-core,Ontology of Core Data Mining Entities,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dsip8,DSIP8REFUGEE,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
agromop,Control de Cacao,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
sco_f23,Syrian Cinema Ontology - ahmad - F23,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
rocknrolltest,ROCK-N-ROLL-TEST,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hcm-d,Home Cage Monitoring definition,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
fitbit,Fitbit Vocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
optimal,OPTImAL: An ontology for patient adherence modeling in physical activity domain,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
tcdo,Traditional Chinese Drug Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ooevv,Ontology of Experimental Variables and Values,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ontriscal,Ontology of Risk Stratification in Mental Health,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
diab,BioMedBridges Diabetes Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dfo,Databank Family Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
brct,Brain Region & Cell Type terminology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ctgo,Clinical Trials Gov Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
gender,Gender Identity,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
aceso,Adverse Childhood Experiences Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
cryoem,Cryo Electron Microscopy,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hivmt,HIVMutation,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ethanc,ETHANC,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dsipfl7,DSIP_Fieldlab_7,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
plosthes,PLOS Thesaurus,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
go-plus,go-plus,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
wear,WEAR: Wind Energy mAteRials Taxonomy,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
datacite-vocab,DATACITE V4.4,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
vodana-migrants,VODANA MIGRANTS VOCABULARY,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mineral,Material Mineral,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ckdo,Chronic Kidney Disease Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hdmponto,HierarchicalDMProcessOnto,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
onstr,Ontology for Newborn Screening Follow-up and Translational Research,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hcodonont,HGeneCodonOntology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
vodanacovid,VODANA-COVIDTERMS,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
test_a,TEST_A,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pcalion,Prostate Cancer Lifestyle Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mono,Monogenean Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
macroalgaetraits,Macroalgae Traits Thesaurus,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mosaic,The MOSAiC Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bcteo,Bone and Cartilage Tissue Engineering Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
triage,Nurse triage,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
socpres,Social Prescribing Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mcr_tx,MultiCaRe Taxonomy,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
sp_ontology,SmartPITeS Proyect Ontology for Complex Chronic Patients,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ontoparon_social,"Ontology of amyotrophic  lateral sclerosis, social module",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
nddo,Neurodegenerative Disease Data Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
opd-nambobi,SELECTED OTHER PRIORITY DISEASES UNDER IDSR (INTEGRATED DISEASE SURVEILLANCE AND RESPONSES),absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lbo,Livestock Breed Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lungmap-mouse,Anatomic Ontology for Mouse Lung Maturation,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
incentive,INCENTIVE Community Controlled Vocabulary,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ontopsychia,"OntoPsychia, social module",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ml_mcr_tx,MultiCaRe Taxonomy (ML Labels),absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
nihss,National Institutes of Health Stroke Scale Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ros,Radiation Oncology Structures Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
allergydetector,Allergy Detector II,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
nhsqi2009,NHS Quality Indicators,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hord,Holistic Ontology of Rare Diseases,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hasco,Human-Aware Science Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
envthes,"Thesaurus for long-term ecological research, monitoring, experiments",absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
geosparql,GeoSPARQL,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mvaont,Mosquito Vector Association Ontology with Biocontrol Agents,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
legalapatest2,apalegal,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
agrocymac,Control y Monitoreo de afecciones en los cultivos,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
gecco,COVID-19 Common Datamodel,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lsfc,LSFC,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lsfo,Lifestyle Factor Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hmislab0115,HMIS LAB 011 5,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pino,Pregcy Information Needs Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mio,Myocardial Infarction Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hsclo38,Homo sapiens Chromosomal Location Ontology for GRCh38,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
lcgft,Library of Congress Genre/Form Thesaurus for Library and Archival Materials,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
infra-en,Infrastructure,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
koro,Knowledge Object Reference Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
eol,Environment Ontology for Livestock,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
bsao,Botryllus schlosseri anatomy and development ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hupson,Human Physiology Simulation Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
farmaci,FARMACI AIFA,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
tp4,Oualid,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
ai,Artificial Intelligence,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
sse,Surgical Secondary Events,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pghd-bp,PGHD Auxillary - BP,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
evs,Exposure Value Set,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
intveetype,Interviewee Type,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
hcdr,Homelessness and Clinical Data Recording,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
inverseroles,ISO-15926-2_2003_inverseRoles,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
preo,Presence Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
i-adopt,I-ADOPT Framework Ontology,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
mltx,Machine Learning Methodology Taxonomy Mapping,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
pseudo,Pseudogene,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
dermlex,Dermatology Lexicon,absent,0,0,1,0.22,0,0,0.2,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,0.25,0.7
