id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
idg_gl,IDG gene list,https://bioportal.bioontology.org/ontologies/IDG_GL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gco,Genome Component Ontology,https://bioportal.bioontology.org/ontologies/GCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
zonmw-generic,ZonMw Generic Terms,https://bioportal.bioontology.org/ontologies/ZONMW-GENERIC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
extract,EXTeRnAl Conditions Taxonomy (EXTRACT),https://bioportal.bioontology.org/ontologies/EXTRACT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodana-mpa,VODANA-MIGRANTS-PRESS ARTICLES,https://bioportal.bioontology.org/ontologies/VODANA-MPA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hmado,Human Microbiome Associated Disease Ontology ,https://bioportal.bioontology.org/ontologies/HMADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontokbcf,Ontological Knowledge Base Model for Cystic Fibrosis,https://bioportal.bioontology.org/ontologies/ONTOKBCF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
electrica,"Ontology for ELEctronic tool for Clinicians, Trainers and Researchers In Child Abuse",https://bioportal.bioontology.org/ontologies/ELECTRICA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
covid19-ibo,Covid19 Impact on Banking Ontology,https://bioportal.bioontology.org/ontologies/COVID19-IBO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rctv2,Read Clinical Terminology Version 2,https://bioportal.bioontology.org/ontologies/RCTV2,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dhmo,RADx Data Hub Metadata Ontology,https://bioportal.bioontology.org/ontologies/DHMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
medeon,Medical Error Ontology,https://bioportal.bioontology.org/ontologies/MEDEON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
npokb,Neuron Phenotype Ontology,https://bioportal.bioontology.org/ontologies/NPOKB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsip2324_demo,DSIP2324_Demonstration,https://bioportal.bioontology.org/ontologies/DSIP2324_DEMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apaonto,Psychology Ontology,https://bioportal.bioontology.org/ontologies/APAONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodanamflcode,VODANAFACILITIESLIST,https://bioportal.bioontology.org/ontologies/VODANAMFLCODE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cisaviado,Ciona savignyi Anatomy and Development Ontology ,https://bioportal.bioontology.org/ontologies/CISAVIADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cso,Clinical Study Ontology,https://bioportal.bioontology.org/ontologies/CSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
asdf,testiiii1,https://bioportal.bioontology.org/ontologies/ASDF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontosinasc,Ontology of Information System on Live Births,https://bioportal.bioontology.org/ontologies/ONTOSINASC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cidoc-crm,CIDOC Conceptual Reference Model,https://bioportal.bioontology.org/ontologies/CIDOC-CRM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
roo,Radiation Oncology Ontology,https://bioportal.bioontology.org/ontologies/ROO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sty,Semantic Types Ontology,https://bioportal.bioontology.org/ontologies/STY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
covid-19-ont-pm,COVID-19OntologyInPatternMedicine,https://bioportal.bioontology.org/ontologies/COVID-19-ONT-PM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nmdco,NMDC Ontology,https://bioportal.bioontology.org/ontologies/NMDCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ogr,Ontology of Geographical Region,https://bioportal.bioontology.org/ontologies/OGR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115ex,ISO 19115 Extent Information,https://bioportal.bioontology.org/ontologies/ISO19115EX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontodm-kdd,Ontology of Data Mining Investigations,https://bioportal.bioontology.org/ontologies/ONTODM-KDD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
esfo,Enzyme Structure Function Ontology,https://bioportal.bioontology.org/ontologies/ESFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sbol,Synthetic Biology Open Language Visual Ontology,https://bioportal.bioontology.org/ontologies/SBOL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gdoa,Graphic Descriptor Ontology Anatomy Extension,https://bioportal.bioontology.org/ontologies/GDOA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mello-d,MEdical LifeLog Ontology for people with Disability,https://bioportal.bioontology.org/ontologies/MELLO-D,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fire,Fire Ontology,https://bioportal.bioontology.org/ontologies/FIRE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ecm4m-md-vocabs,EarthCube M4M Metadata Vocabulary,https://bioportal.bioontology.org/ontologies/ECM4M-MD-VOCABS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
patit,Placental Investigative Technique,https://bioportal.bioontology.org/ontologies/PATIT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
itemas,Medical Technology Innovation in healthcare centers,https://bioportal.bioontology.org/ontologies/ITEMAS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
senso,Sensitive Data Ontology,https://bioportal.bioontology.org/ontologies/SENSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bof,Biodiversity Ontology,https://bioportal.bioontology.org/ontologies/BOF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
uganda_diseases,Uganda_diseases,https://bioportal.bioontology.org/ontologies/UGANDA_DISEASES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
taon,Therapeutic Antibody Ontology,https://bioportal.bioontology.org/ontologies/TAON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
spo,Skin Physiology Ontology,https://bioportal.bioontology.org/ontologies/SPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
oborel,Relations Ontology,https://bioportal.bioontology.org/ontologies/OBOREL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
xeo,XEML Environment Ontology,https://bioportal.bioontology.org/ontologies/XEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
doves,Digital medicine Outcomes Value Set (DOVeS) Ontology,https://bioportal.bioontology.org/ontologies/DOVES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bpforms,"Ontology of chemically concrete, composable DNA, RNA, and protein residue and crosslinks",https://bioportal.bioontology.org/ontologies/BPFORMS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
datacite,SPAR DataCite Ontology,https://bioportal.bioontology.org/ontologies/DATACITE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
marc-relators,MARC Code List for Relators,https://bioportal.bioontology.org/ontologies/MARC-RELATORS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fdc-gdmt,Ontology for Generic Dataset Metadata Template,https://bioportal.bioontology.org/ontologies/FDC-GDMT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontotox,Chemotherapy Toxicities Ontology,https://bioportal.bioontology.org/ontologies/ONTOTOX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pma,Portfolio Management Application,https://bioportal.bioontology.org/ontologies/PMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sto-draft,The Stroke Ontology,https://bioportal.bioontology.org/ontologies/STO-DRAFT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bto-provo,Brinell Test Ontology-PROVO,https://bioportal.bioontology.org/ontologies/BTO-PROVO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dct,DC Terms,https://bioportal.bioontology.org/ontologies/DCT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
into,Indian Terrorism Ontology,https://bioportal.bioontology.org/ontologies/INTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
henecon,Head and Neck Cancer Ontology,https://bioportal.bioontology.org/ontologies/HENECON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ecso,The Ecosystem Ontology,https://bioportal.bioontology.org/ontologies/ECSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gpml,Graphical Pathway Markup Language,https://bioportal.bioontology.org/ontologies/GPML,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
olam,Ontology of Laboratory Animal Medicine,https://bioportal.bioontology.org/ontologies/OLAM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
olas,Ontology of Laboratory Animal Science,https://bioportal.bioontology.org/ontologies/OLAS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
paino,Pain Ontology,https://bioportal.bioontology.org/ontologies/PAINO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
o-rextech,OSIRIS-REx Analytical Technique,https://bioportal.bioontology.org/ontologies/O-REXTECH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fdsajfahsjk,OWL_XML_Tool5,https://bioportal.bioontology.org/ontologies/FDSAJFAHSJK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bhn,Biologie Hors Nomenclature,https://bioportal.bioontology.org/ontologies/BHN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
brain-cof,Computational Ontology Framework for Brain Profiles,https://bioportal.bioontology.org/ontologies/BRAIN-COF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pnado,Pneumonia Diagnosis Ontology,https://bioportal.bioontology.org/ontologies/PNADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontoad,Bilingual Ontology of Alzheimer's Disease and Related Diseases,https://bioportal.bioontology.org/ontologies/ONTOAD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hrdo,Disease core ontology applied to Rare Diseases,https://bioportal.bioontology.org/ontologies/HRDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cdpeo,Chronic Disease Patient Education Ontology,https://bioportal.bioontology.org/ontologies/CDPEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
elter_cl,eLTER Controlled Lists,https://bioportal.bioontology.org/ontologies/ELTER_CL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
matrrockigneous,Material Rock Igneouus,https://bioportal.bioontology.org/ontologies/MATRROCKIGNEOUS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bms-lm,BioMedical Study Lifecycle Management,https://bioportal.bioontology.org/ontologies/BMS-LM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
opdre,OPD Regitry Ethiopia,https://bioportal.bioontology.org/ontologies/OPDRE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pmo-speed,PMO Playing Speed Vocabulary,https://bioportal.bioontology.org/ontologies/PMO-SPEED,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
idoden,Dengue Fever Ontology,https://bioportal.bioontology.org/ontologies/IDODEN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
birthonto,BirthOnto: Birth Data Analysis,https://bioportal.bioontology.org/ontologies/BIRTHONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
meo,Metagenome and Microbes Environmental Ontology,https://bioportal.bioontology.org/ontologies/MEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
idem,IDEM: wInD Energy Models Taxonomy,https://bioportal.bioontology.org/ontologies/IDEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dilon,Dietary lifestyle ontology,https://bioportal.bioontology.org/ontologies/DILON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fmpm,Food Matrix for Predictive Microbiology,https://bioportal.bioontology.org/ontologies/FMPM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
patct,Placental Cell Type,https://bioportal.bioontology.org/ontologies/PATCT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hiv,HIV ontology,https://bioportal.bioontology.org/ontologies/HIV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsip1v,DSIP1_vocabulary,https://bioportal.bioontology.org/ontologies/DSIP1V,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
suicideo,suicideonto,https://bioportal.bioontology.org/ontologies/suicideo,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
smash,SMASH Ontology,https://bioportal.bioontology.org/ontologies/SMASH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gvo,Genome Variation Ontology,https://bioportal.bioontology.org/ontologies/GVO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ibd,Indian Biodiversity Ontology,https://bioportal.bioontology.org/ontologies/IBD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115dtc,ISO 19115 Date Type Code,https://bioportal.bioontology.org/ontologies/ISO19115DTC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onl-mr-da,Magnetic Resoce Dataset Acquisition Ontology,https://bioportal.bioontology.org/ontologies/ONL-MR-DA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bipom,Biological interlocked Process Ontology for metabolism,https://bioportal.bioontology.org/ontologies/BIPOM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
entity,ISO-15926-2_2003_entityMembership,https://bioportal.bioontology.org/ontologies/ENTITY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mco4mcre,Multiplex Classification Ontology for the MultiCaRe Experiment,https://bioportal.bioontology.org/ontologies/MCO4MCRE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rdl,RDL,https://bioportal.bioontology.org/ontologies/RDL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
surgical,Nurse Surgical,https://bioportal.bioontology.org/ontologies/SURGICAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
radxtt-mvreasons,RADx Tiger Team Missing Value Reasons,https://bioportal.bioontology.org/ontologies/RADXTT-MVREASONS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
omco,OligoMetastatic Cancer Ontology,https://bioportal.bioontology.org/ontologies/OMCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bpt,Biological Pathway Taxonomy,https://bioportal.bioontology.org/ontologies/BPT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cho,ChemoOnto,https://bioportal.bioontology.org/ontologies/CHO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bmt,Biomedical Topics,https://bioportal.bioontology.org/ontologies/BMT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
weave,WEAVE: Wind Energy ActiVitiEs,https://bioportal.bioontology.org/ontologies/WEAVE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mnr,Material Natural Resource ,https://bioportal.bioontology.org/ontologies/MNR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
elig,Eligibility Feature Hierarchy,https://bioportal.bioontology.org/ontologies/ELIG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
asdpto,Autism Spectrum Disorder Phenotype Ontology,https://bioportal.bioontology.org/ontologies/ASDPTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
legalapa,legalapa,https://bioportal.bioontology.org/ontologies/LEGALAPA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
deb,"Devices, Experimental scaffolds and Biomaterials Ontology",https://bioportal.bioontology.org/ontologies/DEB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apro,Ancient Poet Resource Ontology,https://bioportal.bioontology.org/ontologies/APRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cabro,Computer Assisted Brain Injury Rehabilitation Ontology,https://bioportal.bioontology.org/ontologies/CABRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
helifit,HeLiFit-Ontology,https://bioportal.bioontology.org/ontologies/HELIFIT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
i2sv,Integration and Implementation Sciences Vocabulary,https://bioportal.bioontology.org/ontologies/I2SV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ochv,Ontology of Consumer Health Vocabulary,https://bioportal.bioontology.org/ontologies/OCHV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gro-cpd,Cereal Plant Development Ontology,https://bioportal.bioontology.org/ontologies/GRO-CPD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nifsubcell,Neuroscience Information Framework (NIF) Subcellular Ontology,https://bioportal.bioontology.org/ontologies/NIFSUBCELL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nmosp,NeuroMorpho.Org species ontology,https://bioportal.bioontology.org/ontologies/NMOSP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hamidehsgh,Inherited Retinal Dystrophy,https://bioportal.bioontology.org/ontologies/HAMIDEHSGH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mim,Molecular Interaction Map,https://bioportal.bioontology.org/ontologies/MIM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sepon,Sepsis Ontology,https://bioportal.bioontology.org/ontologies/SEPON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tma,Tissue Microarray Ontology,https://bioportal.bioontology.org/ontologies/TMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nero,Named Entity Recognition Ontology ,https://bioportal.bioontology.org/ontologies/NERO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
n-cdoh,Non Clinical Determits of Health,https://bioportal.bioontology.org/ontologies/N-CDOH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ocdm,Ontology of Craniofacial Development and Malformation,https://bioportal.bioontology.org/ontologies/OCDM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cedarpc,CEDAR Provisional Classes,https://bioportal.bioontology.org/ontologies/CEDARPC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
wsm-library,MWS,https://bioportal.bioontology.org/ontologies/WSM-LIBRARY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mnv,VODANA Migrants,https://bioportal.bioontology.org/ontologies/MNV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nist_gel,NIST Genome Editing Lexicon,https://bioportal.bioontology.org/ontologies/NIST_GEL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-formgenre,FAST (Faceted Application of Subject Terminology) FormGenre facet,https://bioportal.bioontology.org/ontologies/FAST-FORMGENRE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
galen,Galen Ontology,https://bioportal.bioontology.org/ontologies/GALEN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
biomodels,BioModels Ontology,https://bioportal.bioontology.org/ontologies/BIOMODELS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pregonto,Pregcy Ontology,https://bioportal.bioontology.org/ontologies/PREGONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
url,URL ONTOLOGY,https://bioportal.bioontology.org/ontologies/URL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
exon,Experimental Ontology,https://bioportal.bioontology.org/ontologies/EXON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dcat-fdc,Data Catalog Vocabulary (DCAT),https://bioportal.bioontology.org/ontologies/DCAT-FDC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
poem,Psychometric Ontology of Experiences and Measures,https://bioportal.bioontology.org/ontologies/POEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ofl, A comprehensive ontology of flaps in reconstructive surgery,https://bioportal.bioontology.org/ontologies/OFL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sd3,Simulation Delivery and Documentation Deviations,https://bioportal.bioontology.org/ontologies/SD3,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
be,Bioentities,https://bioportal.bioontology.org/ontologies/BE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontolurgences,Emergency care ontology,https://bioportal.bioontology.org/ontologies/ONTOLURGENCES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
test_cbi,test_cbi,https://bioportal.bioontology.org/ontologies/TEST_CBI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adcad,Arctic Data Center Academic Disciplines Ontology,https://bioportal.bioontology.org/ontologies/ADCAD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
decide,DECIDE ONTOLOGY,https://bioportal.bioontology.org/ontologies/DECIDE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115roles,ISO 19115 Role Codes,https://bioportal.bioontology.org/ontologies/ISO19115ROLES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pso_2,PatientSafetyOntologyRevisted,https://bioportal.bioontology.org/ontologies/PSO_2,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontodm-algorithm,OntoDM-core/algorithms,https://bioportal.bioontology.org/ontologies/ONTODM-ALGORITHM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vfb_drivers,vfb_drivers,https://bioportal.bioontology.org/ontologies/VFB_DRIVERS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lifo,Life Ontology,https://bioportal.bioontology.org/ontologies/LIFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phy,physiotherapy,https://bioportal.bioontology.org/ontologies/PHY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dermo,Human Dermatological Disease Ontology,https://bioportal.bioontology.org/ontologies/DERMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
msv,Metagenome Sample Vocabulary,https://bioportal.bioontology.org/ontologies/MSV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pp,Pipeline Patterns Ontology,https://bioportal.bioontology.org/ontologies/PP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pe,Pulmonary Embolism Ontology,https://bioportal.bioontology.org/ontologies/PE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pu,Test Dataset,https://bioportal.bioontology.org/ontologies/PU,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ngsonto,NGS ontology,https://bioportal.bioontology.org/ontologies/NGSONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsip7,DSIP_FieldLab_7,https://bioportal.bioontology.org/ontologies/DSIP7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
creno,"Culture, Race, Ethnicity and Nationality Ontology",https://bioportal.bioontology.org/ontologies/CRENO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
