id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
envthes,"Thesaurus for long-term ecological research, monitoring, experiments",https://bioportal.bioontology.org/ontologies/ENVTHES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
geosparql,GeoSPARQL,https://bioportal.bioontology.org/ontologies/GEOSPARQL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mvaont,Mosquito Vector Association Ontology with Biocontrol Agents,https://bioportal.bioontology.org/ontologies/MVAONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
legalapatest2,apalegal,https://bioportal.bioontology.org/ontologies/LEGALAPATEST2,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
agrocymac,Control y Monitoreo de afecciones en los cultivos,https://bioportal.bioontology.org/ontologies/AGROCYMAC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gecco,COVID-19 Common Datamodel,https://bioportal.bioontology.org/ontologies/GECCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lsfc,LSFC,https://bioportal.bioontology.org/ontologies/LSFC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lsfo,Lifestyle Factor Ontology,https://bioportal.bioontology.org/ontologies/LSFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hmislab0115,HMIS LAB 011 5,https://bioportal.bioontology.org/ontologies/HMISLAB0115,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pino,Pregcy Information Needs Ontology,https://bioportal.bioontology.org/ontologies/PINO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mio,Myocardial Infarction Ontology,https://bioportal.bioontology.org/ontologies/MIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hsclo38,Homo sapiens Chromosomal Location Ontology for GRCh38,https://bioportal.bioontology.org/ontologies/HSCLO38,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lcgft,Library of Congress Genre/Form Thesaurus for Library and Archival Materials,https://bioportal.bioontology.org/ontologies/LCGFT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
infra-en,Infrastructure,https://bioportal.bioontology.org/ontologies/INFRA-EN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
koro,Knowledge Object Reference Ontology,https://bioportal.bioontology.org/ontologies/KORO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
eol,Environment Ontology for Livestock,https://bioportal.bioontology.org/ontologies/EOL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bsao,Botryllus schlosseri anatomy and development ontology,https://bioportal.bioontology.org/ontologies/BSAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hupson,Human Physiology Simulation Ontology,https://bioportal.bioontology.org/ontologies/HUPSON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
farmaci,FARMACI AIFA,https://bioportal.bioontology.org/ontologies/FARMACI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tp4,Oualid,https://bioportal.bioontology.org/ontologies/TP4,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ai,Artificial Intelligence,https://bioportal.bioontology.org/ontologies/AI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sse,Surgical Secondary Events,https://bioportal.bioontology.org/ontologies/SSE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pghd-bp,PGHD Auxillary - BP,https://bioportal.bioontology.org/ontologies/PGHD-BP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
evs,Exposure Value Set,https://bioportal.bioontology.org/ontologies/EVS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
intveetype,Interviewee Type,https://bioportal.bioontology.org/ontologies/INTVEETYPE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hcdr,Homelessness and Clinical Data Recording,https://bioportal.bioontology.org/ontologies/HCDR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
inverseroles,ISO-15926-2_2003_inverseRoles,https://bioportal.bioontology.org/ontologies/INVERSEROLES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
preo,Presence Ontology,https://bioportal.bioontology.org/ontologies/PREO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
i-adopt,I-ADOPT Framework Ontology,https://bioportal.bioontology.org/ontologies/I-ADOPT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mltx,Machine Learning Methodology Taxonomy Mapping,https://bioportal.bioontology.org/ontologies/MLTX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pseudo,Pseudogene,https://bioportal.bioontology.org/ontologies/pseudo,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dermlex,Dermatology Lexicon,https://bioportal.bioontology.org/ontologies/DERMLEX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ibo,Imaging Biomarker Ontology,https://bioportal.bioontology.org/ontologies/IBO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phenx,PhenX Phenotypic Terms,https://bioportal.bioontology.org/ontologies/PHENX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
smo,Syrian Movies Ontology,https://bioportal.bioontology.org/ontologies/SMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apastatistical,APA Statistical Cluster,https://bioportal.bioontology.org/ontologies/APASTATISTICAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
partumdo,postpartum depression ontology,https://bioportal.bioontology.org/ontologies/PARTUMDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
matrrock,Material Rock,https://bioportal.bioontology.org/ontologies/MATRROCK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
strong,STress ONtoloGy,https://bioportal.bioontology.org/ontologies/STRONG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adher_intcare_en,Adherence and Integrated Care,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_EN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontopneumo,Ontology of Pneumology,https://bioportal.bioontology.org/ontologies/ONTOPNEUMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sco_v1,Sustainability Core Ontology,https://bioportal.bioontology.org/ontologies/SCO_V1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontoparon,"Ontology of Amyotrophic Lateral Sclerosis, all modules",https://bioportal.bioontology.org/ontologies/ONTOPARON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fldlb3,FIELDLAB3_2023_2,https://bioportal.bioontology.org/ontologies/FLDLB3,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tron,Tribolium Ontology,https://bioportal.bioontology.org/ontologies/TRON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
kusiima,naava,https://bioportal.bioontology.org/ontologies/KUSIIMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
jerm,Just Enough Results Model Ontology,https://bioportal.bioontology.org/ontologies/JERM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nln,NLighten Ontology,https://bioportal.bioontology.org/ontologies/NLN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
chear,Children's Health Exposure Analysis Resource,https://bioportal.bioontology.org/ontologies/CHEAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bao-gpcr,G Protein-Coupled Receptor BioAssays Ontology,https://bioportal.bioontology.org/ontologies/BAO-GPCR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cptac,CPTAC Proteomics Pipeline Infrastructure Ontology,https://bioportal.bioontology.org/ontologies/CPTAC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
paco,Physical Activity Ontology,https://bioportal.bioontology.org/ontologies/PACO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
heio,Regional Healthcare System Interoperability and Information Exchange Measurement Ontology,https://bioportal.bioontology.org/ontologies/HEIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
abd,Anthology of Biosurveillance Diseases,https://bioportal.bioontology.org/ontologies/ABD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nccnehr,NCCN EHR Oncology Categories,https://bioportal.bioontology.org/ontologies/NCCNEHR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mstde,Minimal Standard Terminology of Digestive Endoscopy,https://bioportal.bioontology.org/ontologies/MSTDE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m-20-subjects,M4M.20 FAIRWare Subjects,https://bioportal.bioontology.org/ontologies/M4M-20-SUBJECTS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lungmap_h_cell,Cell Ontology for Human Lung Maturation,https://bioportal.bioontology.org/ontologies/LUNGMAP_H_CELL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pdon,Parkinson's Disease Ontology,https://bioportal.bioontology.org/ontologies/PDON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso639-1,ISO 639-1: Codes for the Representation of Names of Languages - Part 1: Two-letter codes for languages,https://bioportal.bioontology.org/ontologies/ISO639-1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso639-2,ISO 639-2: Codes for the Representation of Names of Languages,https://bioportal.bioontology.org/ontologies/ISO639-2,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tco,Thyroid Cancer Ontology,https://bioportal.bioontology.org/ontologies/TCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tst7,FIELDLAB3_2023,https://bioportal.bioontology.org/ontologies/TST7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lungmap_m_cell,Cell Ontology for Mouse Lung Maturation,https://bioportal.bioontology.org/ontologies/LUNGMAP_M_CELL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
idqa,Image and Data Quality Assessment Ontology,https://bioportal.bioontology.org/ontologies/IDQA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
eld,EthiopianListOfDiseases,https://bioportal.bioontology.org/ontologies/ELD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iceci,International Classification of  External Causes of Injuries,https://bioportal.bioontology.org/ontologies/ICECI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115con,ISO 19115 Constraints Information,https://bioportal.bioontology.org/ontologies/ISO19115CON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
id-amr,Infectious Diseases and Antimicrobial Resistance,https://bioportal.bioontology.org/ontologies/ID-AMR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
patmhc,Placental Maternal Health Conditions,https://bioportal.bioontology.org/ontologies/PATMHC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neurobrg,NeuroBridge Ontology,https://bioportal.bioontology.org/ontologies/NEUROBRG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontotoxnuc,Ontology of Nuclear Toxicity,https://bioportal.bioontology.org/ontologies/ONTOTOXNUC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
regn_bro,REGN_BRO,https://bioportal.bioontology.org/ontologies/REGN_BRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bridg,Biomedical Research Integrated Domain Group Model,https://bioportal.bioontology.org/ontologies/BRIDG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m19-vars,M4M19 Variables,https://bioportal.bioontology.org/ontologies/M4M19-VARS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fns-h,FNS-Harmony,https://bioportal.bioontology.org/ontologies/FNS-H,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ncco,Nursing Care Coordination Ontology,https://bioportal.bioontology.org/ontologies/NCCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ad-drop,Alzheimer Disease Relevance Ontology by Process,https://bioportal.bioontology.org/ontologies/AD-DROP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mchvodanaterms,MCHVODANATERMS,https://bioportal.bioontology.org/ontologies/MCHVODANATERMS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
edda_pt,EDDA Publication Types Taxonomy,https://bioportal.bioontology.org/ontologies/EDDA_PT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mdm,Mapping of Drug Names and MeSH 2022,https://bioportal.bioontology.org/ontologies/MDM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
svu_mws_wsm,Syrian Cinema Ontology,https://bioportal.bioontology.org/ontologies/SVU_MWS_WSM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adalab-meta,AdaLab-meta ontology,https://bioportal.bioontology.org/ontologies/ADALAB-META,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
exact,An ontology for experimental actions,https://bioportal.bioontology.org/ontologies/EXACT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rvo,Research Variable Ontology,https://bioportal.bioontology.org/ontologies/RVO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
library,wsm24,https://bioportal.bioontology.org/ontologies/LIBRARY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lc-carriers,Library of Congress Carriers Scheme,https://bioportal.bioontology.org/ontologies/LC-CARRIERS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115cc,ISO 19115 Common Classes,https://bioportal.bioontology.org/ontologies/ISO19115CC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115ci,ISO 19115 Citation Information,https://bioportal.bioontology.org/ontologies/ISO19115CI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
stmso,symptomatic treatment of multiple sclerosis ontology,https://bioportal.bioontology.org/ontologies/STMSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ddiem,Drug Database for Inborn Errors of Metabolism (DDIEM) Ontology,https://bioportal.bioontology.org/ontologies/DDIEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adar,Autism DSM-ADI-R ontology,https://bioportal.bioontology.org/ontologies/ADAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lion,LipidOntology,https://bioportal.bioontology.org/ontologies/LION,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
covid19,COVID-19 Surveillance Ontology,https://bioportal.bioontology.org/ontologies/COVID19,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phylont,Phylogenetic Ontology,https://bioportal.bioontology.org/ontologies/PHYLONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-event-skos,FAST (Faceted Application of Subject Terminology) Event Facet,https://bioportal.bioontology.org/ontologies/FAST-EVENT-SKOS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19108to,ISO 19108 Temporal Objects,https://bioportal.bioontology.org/ontologies/ISO19108TO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
longcovid,Long Covid Phenotype Ontology,https://bioportal.bioontology.org/ontologies/LONGCOVID,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ahol,Animal Health Ontology for Livestock,https://bioportal.bioontology.org/ontologies/AHOL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cyto,CYTOKINE,https://bioportal.bioontology.org/ontologies/CYTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
aio,Artificial Intelligence Ontology,https://bioportal.bioontology.org/ontologies/AIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
radmo,RADx Metadata Ontology,https://bioportal.bioontology.org/ontologies/RADMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vdot,Viral Disease Ontology Trunk,https://bioportal.bioontology.org/ontologies/VDOT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hp_o,Hypersensitivity pneumonitis ontology,https://bioportal.bioontology.org/ontologies/HP_O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pesont,Preposition_enabled Spatial Ontology,https://bioportal.bioontology.org/ontologies/PESONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phenomeblast,PhenomeBLAST Ontology,https://bioportal.bioontology.org/ontologies/PHENOMEBLAST,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
three-st,3-Step Theory of suicide,https://bioportal.bioontology.org/ontologies/THREE-ST,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hspo,Health and Social Person-centric Ontology,https://bioportal.bioontology.org/ontologies/HSPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
doccc,Diagnosis Ontology of Clinical Care Classification,https://bioportal.bioontology.org/ontologies/DOCCC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodana-general,VODANATERMS,https://bioportal.bioontology.org/ontologies/VODANA-GENERAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
opdront,OPD Register Ontology,https://bioportal.bioontology.org/ontologies/OPDRONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
medicalinfo,mymedicalinformation,https://bioportal.bioontology.org/ontologies/MEDICALINFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hecon,HECON: Health Condition Evolution Ontology,https://bioportal.bioontology.org/ontologies/HECON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bto-bfo,Brinell Test Ontology-BFO,https://bioportal.bioontology.org/ontologies/BTO-BFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodanethiopia_or,ETHIOPIA_OUTPATIENT,https://bioportal.bioontology.org/ontologies/VODANETHIOPIA_OR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
kgcl,Knowledge Graph Change Language,https://bioportal.bioontology.org/ontologies/KGCL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bifo,Biofilm Ontology,https://bioportal.bioontology.org/ontologies/BIFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
oto, Obesity Tracking Ontology,https://bioportal.bioontology.org/ontologies/OTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ird,Inherited Retinal Dystrophies,https://bioportal.bioontology.org/ontologies/IRD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
irdg,Data harmonization ontology for cross border malaria surveillance ,https://bioportal.bioontology.org/ontologies/IRDG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sst,SATUSEHAT Thesis,https://bioportal.bioontology.org/ontologies/SST,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
snmi,"Systematized Nomenclature of Medicine, International Version",https://bioportal.bioontology.org/ontologies/SNMI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
esso,Epilepsy Syndrome Seizure Ontology,https://bioportal.bioontology.org/ontologies/ESSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ecdo,Elderly Care Dementia Ontology,https://bioportal.bioontology.org/ontologies/ECDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
brso,Biological Resource Schema Ontology,https://bioportal.bioontology.org/ontologies/BRSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
haauraado,Halocynthia aurantium Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/HAAURAADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onl-tasks,Cognitive Reserves Assessment Tasks,https://bioportal.bioontology.org/ontologies/ONL-TASKS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mera,Medical Educational Resource Aggregator,https://bioportal.bioontology.org/ontologies/MERA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
inbancido,Assessment of Indian Economy During Covid-19 ,https://bioportal.bioontology.org/ontologies/INBANCIDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
etanc,ETHIOPIANC,https://bioportal.bioontology.org/ontologies/ETANC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bno,Bionutrition Ontology,https://bioportal.bioontology.org/ontologies/BNO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cwd,Consumer Wearable Device,https://bioportal.bioontology.org/ontologies/CWD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
doremus-keys,Doremus List of Keys,https://bioportal.bioontology.org/ontologies/DOREMUS-KEYS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pathlex,Anatomic Pathology Lexicon,https://bioportal.bioontology.org/ontologies/PATHLEX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcon,Breast Cancer Ontology,https://bioportal.bioontology.org/ontologies/BCON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bt-ontology,BrainTeaser Ontology (BTO),https://bioportal.bioontology.org/ontologies/BT-ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso-annotations,ISO-15926-2_2003_annotations,https://bioportal.bioontology.org/ontologies/ISO-ANNOTATIONS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fdt-o,FAIR Data Train Ontology,https://bioportal.bioontology.org/ontologies/FDT-O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hero,Healthcare Monitoring and Emergency Response Ontology,https://bioportal.bioontology.org/ontologies/HERO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
home,Health Ontology for Minority Equity,https://bioportal.bioontology.org/ontologies/HOME,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ciinteado,Ciona intestinalis Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/CIINTEADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
procchemical,Chemical Process,https://bioportal.bioontology.org/ontologies/PROCCHEMICAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso-15926-2_2003,ISO-15926-2_2003_oil,https://bioportal.bioontology.org/ontologies/ISO-15926-2_2003,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcmo,Breast Cancer-Microbiome Ontology ,https://bioportal.bioontology.org/ontologies/BCMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ccon,Cerrado concepts and plant community dynamics,https://bioportal.bioontology.org/ontologies/CCON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lda,Ontology of Language Disorder in Autism,https://bioportal.bioontology.org/ontologies/LDA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sk,Digital Forensic,https://bioportal.bioontology.org/ontologies/SK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
metpo,METPO,https://bioportal.bioontology.org/ontologies/METPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
incentive-vars,INCENTIVE Variables,https://bioportal.bioontology.org/ontologies/INCENTIVE-VARS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
wsio,Web-Service Interaction Ontology,https://bioportal.bioontology.org/ontologies/WSIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
soil-prof,Soil Profile classifiers,https://bioportal.bioontology.org/ontologies/SOIL-PROF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
